reclon,reclat,track_fid,track_seg_id,track_seg_point_id,ele,time,course,speed,magvar,geoidheight,name,cmt,desc,src,url,urlname,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.82043966,42.95394168,0,0,0,175.822,20/10/2020 20:38:08,,1.16,,,,,,,,,,,,16,,,,,
-78.82042837,42.95393677,0,0,1,175.265,20/10/2020 20:38:09,,1.16,,,,,,,,,,,,16,,,,,
-78.82041591,42.95393078,0,0,2,175.272,20/10/2020 20:38:10,,1.17,,,,,,,,,,,,16,,,,,
-78.82040309,42.95392534,0,0,3,175.14,20/10/2020 20:38:11,,1.19,,,,,,,,,,,,16,,,,,
-78.82038852,42.9539218,0,0,4,175.667,20/10/2020 20:38:12,,1.21,,,,,,,,,,,,16,,,,,
-78.82037302,42.95392033,0,0,5,176.31,20/10/2020 20:38:13,,1.21,,,,,,,,,,,,16,,,,,
-78.82035688,42.95392056,0,0,6,175.735,20/10/2020 20:38:14,,1.2,,,,,,,,,,,,16,,,,,
-78.82034236,42.95392129,0,0,7,174.881,20/10/2020 20:38:15,,1.2,,,,,,,,,,,,16,,,,,
-78.82032708,42.95392093,0,0,8,176.777,20/10/2020 20:38:16,,1.21,,,,,,,,,,,,16,,,,,
-78.82031241,42.95391896,0,0,9,177.968,20/10/2020 20:38:17,,1.21,,,,,,,,,,,,16,,,,,
-78.8202964,42.95391571,0,0,10,177.889,20/10/2020 20:38:18,,1.2,,,,,,,,,,,,16,,,,,
-78.82028162,42.95391274,0,0,11,177.475,20/10/2020 20:38:19,,1.21,,,,,,,,,,,,16,,,,,
-78.82026562,42.95391063,0,0,12,176.494,20/10/2020 20:38:20,,1.22,,,,,,,,,,,,16,,,,,
-78.82025037,42.95390841,0,0,13,177.053,20/10/2020 20:38:21,,1.22,,,,,,,,,,,,16,,,,,
-78.82023512,42.95390614,0,0,14,176.708,20/10/2020 20:38:22,,1.23,,,,,,,,,,,,16,,,,,
-78.82022001,42.95390323,0,0,15,176.44,20/10/2020 20:38:23,,1.23,,,,,,,,,,,,16,,,,,
-78.82020568,42.95389901,0,0,16,176.318,20/10/2020 20:38:24,,1.25,,,,,,,,,,,,16,,,,,
-78.82019281,42.95389339,0,0,17,175.611,20/10/2020 20:38:25,,1.26,,,,,,,,,,,,16,,,,,
-78.82017909,42.95388696,0,0,18,175.595,20/10/2020 20:38:26,,1.27,,,,,,,,,,,,16,,,,,
-78.82016422,42.95388346,0,0,19,175.425,20/10/2020 20:38:27,,1.27,,,,,,,,,,,,16,,,,,
-78.82014883,42.95388031,0,0,20,175.964,20/10/2020 20:38:28,,1.27,,,,,,,,,,,,17,,,,,
-78.82013516,42.95387576,0,0,21,176.505,20/10/2020 20:38:29,,1.27,,,,,,,,,,,,17,,,,,
-78.82012182,42.95386997,0,0,22,176.688,20/10/2020 20:38:30,,1.28,,,,,,,,,,,,17,,,,,
-78.8201075,42.95386293,0,0,23,176.799,20/10/2020 20:38:31,,1.31,,,,,,,,,,,,17,,,,,
-78.82009395,42.95385615,0,0,24,176.719,20/10/2020 20:38:32,,1.3,,,,,,,,,,,,17,,,,,
-78.82008158,42.95384982,0,0,25,176.382,20/10/2020 20:38:33,,1.27,,,,,,,,,,,,17,,,,,
-78.82007047,42.95384309,0,0,26,176.707,20/10/2020 20:38:34,,1.27,,,,,,,,,,,,17,,,,,
-78.8200616,42.95383672,0,0,27,177.308,20/10/2020 20:38:35,,1.25,,,,,,,,,,,,16,,,,,
-78.82005485,42.95382952,0,0,28,177.591,20/10/2020 20:38:36,,1.23,,,,,,,,,,,,16,,,,,
-78.82005648,42.95382925,0,0,29,177.514,20/10/2020 20:38:37,,0.0000000000000000,,,,,,,,,,,,17,,,,,
-78.82005377,42.95383363,0,0,30,177.581,20/10/2020 20:38:38,,0.0000000000000000,,,,,,,,,,,,17,,,,,
-78.8200446,42.95383375,0,0,31,177.559,20/10/2020 20:38:39,,1.03,,,,,,,,,,,,17,,,,,
-78.81999968,42.95382975,0,0,32,176.913,20/10/2020 20:38:42,,1.23,,,,,,,,,,,,16,,,,,
-78.8199872,42.95383041,0,0,33,176.957,20/10/2020 20:38:43,,1.2,,,,,,,,,,,,16,,,,,
-78.81997404,42.95382931,0,0,34,176.557,20/10/2020 20:38:44,,1.2,,,,,,,,,,,,15,,,,,
-78.81996349,42.95382636,0,0,35,176.155,20/10/2020 20:38:45,,1.11,,,,,,,,,,,,15,,,,,
-78.81995475,42.95382292,0,0,36,177.365,20/10/2020 20:38:46,,1.05,,,,,,,,,,,,16,,,,,
-78.81994477,42.95381833,0,0,37,178.774,20/10/2020 20:38:47,,1.07,,,,,,,,,,,,16,,,,,
-78.81993277,42.95381293,0,0,38,180.192,20/10/2020 20:38:48,,1.09,,,,,,,,,,,,16,,,,,
-78.8199194,42.95380653,0,0,39,179.345,20/10/2020 20:38:49,,1.25,,,,,,,,,,,,16,,,,,
-78.81990527,42.9537996,0,0,40,179.292,20/10/2020 20:38:50,,1.25,,,,,,,,,,,,16,,,,,
-78.81988967,42.95379339,0,0,41,180.528,20/10/2020 20:38:51,,1.25,,,,,,,,,,,,16,,,,,
-78.81987397,42.9537884,0,0,42,180.522,20/10/2020 20:38:52,,1.24,,,,,,,,,,,,16,,,,,
-78.81986049,42.95378661,0,0,43,180.56,20/10/2020 20:38:53,,1.23,,,,,,,,,,,,16,,,,,
-78.8198476,42.95378632,0,0,44,178.814,20/10/2020 20:38:54,,1.23,,,,,,,,,,,,16,,,,,
-78.81983561,42.95378273,0,0,45,178.763,20/10/2020 20:38:55,,1.22,,,,,,,,,,,,16,,,,,
-78.81982356,42.95377666,0,0,46,179.37,20/10/2020 20:38:56,,1.22,,,,,,,,,,,,17,,,,,
-78.81981017,42.95376988,0,0,47,179.769,20/10/2020 20:38:57,,1.22,,,,,,,,,,,,17,,,,,
-78.81979672,42.95376531,0,0,48,179.358,20/10/2020 20:38:58,,1.22,,,,,,,,,,,,17,,,,,
-78.81978302,42.95376271,0,0,49,180.209,20/10/2020 20:38:59,,1.22,,,,,,,,,,,,17,,,,,
-78.81976965,42.9537609,0,0,50,180.417,20/10/2020 20:39:00,,1.22,,,,,,,,,,,,17,,,,,
-78.81975604,42.95376174,0,0,51,179.881,20/10/2020 20:39:01,,1.23,,,,,,,,,,,,17,,,,,
-78.81974153,42.95376541,0,0,52,180.036,20/10/2020 20:39:02,,1.23,,,,,,,,,,,,17,,,,,
-78.81972757,42.9537697,0,0,53,180.036,20/10/2020 20:39:03,,1.24,,,,,,,,,,,,16,,,,,
-78.81971393,42.9537745,0,0,54,179.281,20/10/2020 20:39:04,,1.24,,,,,,,,,,,,16,,,,,
-78.81969854,42.95377677,0,0,55,179.776,20/10/2020 20:39:05,,1.24,,,,,,,,,,,,15,,,,,
-78.81968324,42.95377727,0,0,56,178.94,20/10/2020 20:39:06,,1.24,,,,,,,,,,,,14,,,,,
-78.81966887,42.95377574,0,0,57,179.328,20/10/2020 20:39:07,,1.24,,,,,,,,,,,,15,,,,,
-78.81965413,42.95377495,0,0,58,179.165,20/10/2020 20:39:08,,1.23,,,,,,,,,,,,14,,,,,
-78.8196387,42.95377666,0,0,59,180.66,20/10/2020 20:39:09,,1.23,,,,,,,,,,,,16,,,,,
-78.81962552,42.95377874,0,0,60,180.313,20/10/2020 20:39:10,,1.22,,,,,,,,,,,,16,,,,,
-78.81961421,42.9537829,0,0,61,179.409,20/10/2020 20:39:11,,1.21,,,,,,,,,,,,16,,,,,
-78.81960148,42.95378725,0,0,62,179.321,20/10/2020 20:39:12,,1.21,,,,,,,,,,,,16,,,,,
-78.81958839,42.95378955,0,0,63,178.234,20/10/2020 20:39:13,,1.21,,,,,,,,,,,,15,,,,,
-78.81957565,42.95379105,0,0,64,178.198,20/10/2020 20:39:14,,1.18,,,,,,,,,,,,15,,,,,
-78.81956367,42.95379387,0,0,65,178.238,20/10/2020 20:39:15,,1.18,,,,,,,,,,,,14,,,,,
-78.81955342,42.95379938,0,0,66,178.055,20/10/2020 20:39:16,,1.18,,,,,,,,,,,,14,,,,,
-78.81954441,42.95380633,0,0,67,178.869,20/10/2020 20:39:17,,1.17,,,,,,,,,,,,14,,,,,
-78.81953432,42.95381188,0,0,68,178.95,20/10/2020 20:39:18,,1.17,,,,,,,,,,,,15,,,,,
-78.81952568,42.95381666,0,0,69,178.382,20/10/2020 20:39:19,,1.17,,,,,,,,,,,,15,,,,,
-78.81951691,42.95382261,0,0,70,178.616,20/10/2020 20:39:20,,1.17,,,,,,,,,,,,15,,,,,
-78.81950913,42.9538279,0,0,71,178.929,20/10/2020 20:39:21,,1.17,,,,,,,,,,,,16,,,,,
-78.81950074,42.95383365,0,0,72,179.633,20/10/2020 20:39:22,,1.16,,,,,,,,,,,,16,,,,,
-78.81949193,42.95383918,0,0,73,179.512,20/10/2020 20:39:23,,1.16,,,,,,,,,,,,16,,,,,
-78.81948195,42.9538442,0,0,74,178.413,20/10/2020 20:39:24,,1.15,,,,,,,,,,,,16,,,,,
-78.8194739,42.9538522,0,0,75,178.099,20/10/2020 20:39:25,,1.16,,,,,,,,,,,,16,,,,,
-78.81946583,42.95385953,0,0,76,178.314,20/10/2020 20:39:26,,1.16,,,,,,,,,,,,16,,,,,
-78.81946208,42.95386869,0,0,77,178.232,20/10/2020 20:39:27,,1.15,,,,,,,,,,,,15,,,,,
-78.81945967,42.95388043,0,0,78,178.786,20/10/2020 20:39:28,,1.16,,,,,,,,,,,,15,,,,,
-78.81945451,42.95389301,0,0,79,179.752,20/10/2020 20:39:29,,1.17,,,,,,,,,,,,15,,,,,
-78.819447,42.95390386,0,0,80,179.017,20/10/2020 20:39:30,,1.18,,,,,,,,,,,,17,,,,,
-78.81943853,42.95391387,0,0,81,179.721,20/10/2020 20:39:31,,1.18,,,,,,,,,,,,17,,,,,
-78.81942917,42.95392341,0,0,82,181.603,20/10/2020 20:39:32,,1.19,,,,,,,,,,,,17,,,,,
-78.81941804,42.95393135,0,0,83,181.356,20/10/2020 20:39:33,,1.2,,,,,,,,,,,,17,,,,,
-78.81940761,42.95394064,0,0,84,180.797,20/10/2020 20:39:34,,1.2,,,,,,,,,,,,17,,,,,
-78.81939627,42.9539478,0,0,85,180.01,20/10/2020 20:39:35,,1.23,,,,,,,,,,,,17,,,,,
-78.8193865,42.95395511,0,0,86,180.538,20/10/2020 20:39:36,,1.3,,,,,,,,,,,,17,,,,,
-78.81937618,42.95396404,0,0,87,180.909,20/10/2020 20:39:37,,1.51,,,,,,,,,,,,17,,,,,
-78.81936505,42.95397296,0,0,88,181.854,20/10/2020 20:39:38,,1.45,,,,,,,,,,,,17,,,,,
-78.81935555,42.95398167,0,0,89,181.545,20/10/2020 20:39:39,,1.39,,,,,,,,,,,,17,,,,,
-78.81934672,42.9539901,0,0,90,181.329,20/10/2020 20:39:40,,1.37,,,,,,,,,,,,17,,,,,
-78.81933824,42.95399953,0,0,91,180.731,20/10/2020 20:39:41,,1.4,,,,,,,,,,,,17,,,,,
-78.81932972,42.95400853,0,0,92,180.564,20/10/2020 20:39:42,,1.44,,,,,,,,,,,,16,,,,,
-78.81932017,42.95401746,0,0,93,180.024,20/10/2020 20:39:43,,1.4,,,,,,,,,,,,15,,,,,
-78.81931083,42.95402624,0,0,94,180.54,20/10/2020 20:39:44,,1.36,,,,,,,,,,,,14,,,,,
-78.81930406,42.95403548,0,0,95,181.076,20/10/2020 20:39:45,,1.31,,,,,,,,,,,,13,,,,,
-78.81929748,42.95404356,0,0,96,182.15,20/10/2020 20:39:46,,1.16,,,,,,,,,,,,11,,,,,
-78.81929371,42.95405277,0,0,97,182.504,20/10/2020 20:39:47,,1.17,,,,,,,,,,,,11,,,,,
-78.81928901,42.95406273,0,0,98,182.883,20/10/2020 20:39:48,,1.23,,,,,,,,,,,,10,,,,,
-78.81928497,42.95407403,0,0,99,182.914,20/10/2020 20:39:49,,1.31,,,,,,,,,,,,12,,,,,
-78.81928049,42.95408523,0,0,100,183.415,20/10/2020 20:39:50,,1.29,,,,,,,,,,,,14,,,,,
-78.81927802,42.95409623,0,0,101,184.113,20/10/2020 20:39:51,,1.28,,,,,,,,,,,,16,,,,,
-78.81927488,42.9541061,0,0,102,185.651,20/10/2020 20:39:52,,1.25,,,,,,,,,,,,16,,,,,
-78.81926835,42.95411433,0,0,103,185.389,20/10/2020 20:39:53,,1.22,,,,,,,,,,,,16,,,,,
-78.81925999,42.95412174,0,0,104,185.453,20/10/2020 20:39:54,,1.2,,,,,,,,,,,,16,,,,,
-78.81924687,42.95412616,0,0,105,185.378,20/10/2020 20:39:55,,1.18,,,,,,,,,,,,15,,,,,
-78.81923116,42.95413135,0,0,106,186.018,20/10/2020 20:39:56,,1.17,,,,,,,,,,,,16,,,,,
-78.81921888,42.95413754,0,0,107,184.868,20/10/2020 20:39:57,,1.16,,,,,,,,,,,,16,,,,,
-78.81920913,42.95414285,0,0,108,184.669,20/10/2020 20:39:58,,1.14,,,,,,,,,,,,16,,,,,
-78.81920316,42.95415012,0,0,109,184.081,20/10/2020 20:39:59,,1.14,,,,,,,,,,,,16,,,,,
-78.81919667,42.95415676,0,0,110,184.402,20/10/2020 20:40:00,,1.14,,,,,,,,,,,,15,,,,,
-78.81918832,42.95416254,0,0,111,183.639,20/10/2020 20:40:01,,1.13,,,,,,,,,,,,15,,,,,
-78.8191789,42.9541667,0,0,112,182.847,20/10/2020 20:40:02,,1.12,,,,,,,,,,,,15,,,,,
-78.819172,42.954171,0,0,113,183.401,20/10/2020 20:40:03,,1.12,,,,,,,,,,,,14,,,,,
-78.81916287,42.954174,0,0,114,181.988,20/10/2020 20:40:04,,1.12,,,,,,,,,,,,12,,,,,
-78.81915384,42.95417786,0,0,115,181.627,20/10/2020 20:40:05,,1.12,,,,,,,,,,,,14,,,,,
-78.81914358,42.95418172,0,0,116,182.358,20/10/2020 20:40:06,,1.15,,,,,,,,,,,,14,,,,,
-78.81913234,42.95418734,0,0,117,181.294,20/10/2020 20:40:07,,1.2,,,,,,,,,,,,15,,,,,
-78.81912142,42.95419317,0,0,118,181.621,20/10/2020 20:40:08,,1.22,,,,,,,,,,,,15,,,,,
-78.81911227,42.95419801,0,0,119,181.628,20/10/2020 20:40:09,,1.27,,,,,,,,,,,,15,,,,,
-78.81910182,42.95420326,0,0,120,181.521,20/10/2020 20:40:10,,1.27,,,,,,,,,,,,15,,,,,
-78.81909788,42.95419851,0,0,121,181.551,20/10/2020 20:40:11,,0.0000000000000000,,,,,,,,,,,,14,,,,,
-78.81909808,42.95419409,0,0,122,181.55,20/10/2020 20:40:12,,0.0000000000000000,,,,,,,,,,,,14,,,,,
-78.81909818,42.9541919,0,0,123,181.554,20/10/2020 20:40:13,,0.0000000000000000,,,,,,,,,,,,14,,,,,
-78.81909951,42.95418949,0,0,124,181.569,20/10/2020 20:40:14,,0.0000000000000000,,,,,,,,,,,,14,,,,,
-78.81910022,42.95418782,0,0,125,180.873,20/10/2020 20:40:15,,0.0000000000000000,,,,,,,,,,,,13,,,,,
-78.81909824,42.95418625,0,0,126,181.215,20/10/2020 20:40:16,,0.19,,,,,,,,,,,,14,,,,,
-78.81909983,42.95418537,0,0,127,181.456,20/10/2020 20:40:17,,0.0000000000000000,,,,,,,,,,,,15,,,,,
-78.81909818,42.95418919,0,0,128,179.8,20/10/2020 20:40:18,,0.38,,,,,,,,,,,,15,,,,,
-78.81909836,42.95419068,0,0,129,180.989,20/10/2020 20:40:19,,0.26,,,,,,,,,,,,14,,,,,
-78.81910287,42.95419013,0,0,130,180.22,20/10/2020 20:40:20,,0.36,,,,,,,,,,,,14,,,,,
-78.81910166,42.95419383,0,0,131,179.552,20/10/2020 20:40:21,,0.0000000000000000,,,,,,,,,,,,12,,,,,
-78.81909946,42.95419577,0,0,132,179.567,20/10/2020 20:40:22,,0.0000000000000000,,,,,,,,,,,,13,,,,,
-78.81909834,42.95419677,0,0,133,179.554,20/10/2020 20:40:23,,0.0000000000000000,,,,,,,,,,,,13,,,,,
-78.81909775,42.95419728,0,0,134,179.558,20/10/2020 20:40:24,,0.0000000000000000,,,,,,,,,,,,13,,,,,
-78.81909748,42.9541975,0,0,135,179.564,20/10/2020 20:40:25,,0.0000000000000000,,,,,,,,,,,,15,,,,,
-78.8190974,42.95419755,0,0,136,179.572,20/10/2020 20:40:26,,0.0000000000000000,,,,,,,,,,,,15,,,,,
-78.8190976,42.95419867,0,0,137,179.755,20/10/2020 20:40:27,,0.34,,,,,,,,,,,,15,,,,,
-78.81909823,42.95420023,0,0,138,179.378,20/10/2020 20:40:28,,0.24,,,,,,,,,,,,13,,,,,
-78.81909699,42.95420236,0,0,139,179.531,20/10/2020 20:40:29,,0.24,,,,,,,,,,,,13,,,,,
-78.81910104,42.95419913,0,0,140,179.12,20/10/2020 20:40:30,,0.6,,,,,,,,,,,,13,,,,,
-78.81910367,42.95419276,0,0,141,179.082,20/10/2020 20:40:31,,0.35,,,,,,,,,,,,12,,,,,
-78.81910346,42.95418566,0,0,142,179.369,20/10/2020 20:40:32,,0.5,,,,,,,,,,,,12,,,,,
-78.81909848,42.95418102,0,0,143,179.654,20/10/2020 20:40:33,,0.41,,,,,,,,,,,,11,,,,,
-78.81909373,42.95417655,0,0,144,179.748,20/10/2020 20:40:34,,0.43,,,,,,,,,,,,11,,,,,
-78.81909149,42.95417416,0,0,145,180.09,20/10/2020 20:40:35,,0.0000000000000000,,,,,,,,,,,,12,,,,,
-78.81908941,42.95417042,0,0,146,180.573,20/10/2020 20:40:36,,0.0000000000000000,,,,,,,,,,,,12,,,,,
-78.81908844,42.95416701,0,0,147,180.563,20/10/2020 20:40:37,,0.0000000000000000,,,,,,,,,,,,11,,,,,
-78.81909454,42.95416614,0,0,148,180.008,20/10/2020 20:40:38,,0.36,,,,,,,,,,,,11,,,,,
-78.81910328,42.95416132,0,0,149,179.876,20/10/2020 20:40:39,,0.97,,,,,,,,,,,,12,,,,,
-78.81910487,42.95415926,0,0,150,179.951,20/10/2020 20:40:40,,0.0000000000000000,,,,,,,,,,,,8,,,,,
-78.81910794,42.9541536,0,0,151,179.817,20/10/2020 20:40:41,,0.0000000000000000,,,,,,,,,,,,8,,,,,
-78.81910981,42.95415083,0,0,152,179.829,20/10/2020 20:40:42,,0.0000000000000000,,,,,,,,,,,,8,,,,,
-78.81911072,42.95414952,0,0,153,179.832,20/10/2020 20:40:43,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.81911117,42.95414884,0,0,154,179.831,20/10/2020 20:40:44,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.8191114,42.9541485,0,0,155,179.831,20/10/2020 20:40:45,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81911151,42.95414833,0,0,156,179.831,20/10/2020 20:40:46,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81911157,42.95414825,0,0,157,179.831,20/10/2020 20:40:47,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81911159,42.9541482,0,0,158,179.83,20/10/2020 20:40:48,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81911162,42.95414814,0,0,159,179.825,20/10/2020 20:40:49,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81911161,42.95414814,0,0,160,179.825,20/10/2020 20:40:50,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81911141,42.95414715,0,0,161,179.714,20/10/2020 20:40:51,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81911974,42.95415069,0,0,162,179.602,20/10/2020 20:40:52,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81912675,42.95415647,0,0,163,179.316,20/10/2020 20:40:53,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81913362,42.95416207,0,0,164,179.359,20/10/2020 20:40:54,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.8191369,42.9541648,0,0,165,179.3,20/10/2020 20:40:55,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81913853,42.95416617,0,0,166,179.3,20/10/2020 20:40:56,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.81913935,42.95416685,0,0,167,179.299,20/10/2020 20:40:57,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.81913962,42.95416709,0,0,168,179.303,20/10/2020 20:40:58,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81913938,42.95416672,0,0,169,179.082,20/10/2020 20:40:59,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81913921,42.95416648,0,0,170,179.047,20/10/2020 20:41:00,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81913887,42.95416599,0,0,171,179.034,20/10/2020 20:41:01,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.8191387,42.95416575,0,0,172,179.023,20/10/2020 20:41:02,,0.0000000000000000,,,,,,,,,,,,2,,,,,
-78.81913862,42.95416563,0,0,173,179.024,20/10/2020 20:41:03,,0.0000000000000000,,,,,,,,,,,,2,,,,,
-78.81913855,42.95416556,0,0,174,179.018,20/10/2020 20:41:04,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81913853,42.95416559,0,0,175,179.034,20/10/2020 20:41:05,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81913951,42.95416645,0,0,176,178.99,20/10/2020 20:41:06,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81913997,42.95416685,0,0,177,178.951,20/10/2020 20:41:07,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914066,42.95416747,0,0,178,178.937,20/10/2020 20:41:08,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914125,42.95416777,0,0,179,178.964,20/10/2020 20:41:09,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914162,42.95416788,0,0,180,178.969,20/10/2020 20:41:10,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914193,42.95416786,0,0,181,178.969,20/10/2020 20:41:11,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914209,42.95416785,0,0,182,178.969,20/10/2020 20:41:12,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914217,42.95416784,0,0,183,178.969,20/10/2020 20:41:13,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914224,42.95416785,0,0,184,178.969,20/10/2020 20:41:14,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914216,42.95416796,0,0,185,178.972,20/10/2020 20:41:15,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914209,42.95416807,0,0,186,178.972,20/10/2020 20:41:16,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914203,42.9541681,0,0,187,178.972,20/10/2020 20:41:17,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914201,42.95416813,0,0,188,178.973,20/10/2020 20:41:18,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914206,42.95416818,0,0,189,178.975,20/10/2020 20:41:19,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914208,42.95416821,0,0,190,178.975,20/10/2020 20:41:20,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914206,42.95416819,0,0,191,178.973,20/10/2020 20:41:21,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914203,42.95416841,0,0,192,178.985,20/10/2020 20:41:22,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914231,42.95416892,0,0,193,178.997,20/10/2020 20:41:23,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81914423,42.95416397,0,0,194,178.899,20/10/2020 20:41:24,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.8191452,42.95416147,0,0,195,178.896,20/10/2020 20:41:25,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914566,42.95416021,0,0,196,178.892,20/10/2020 20:41:26,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914642,42.95416061,0,0,197,178.973,20/10/2020 20:41:27,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914685,42.95416084,0,0,198,178.986,20/10/2020 20:41:28,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81914695,42.95416094,0,0,199,178.99,20/10/2020 20:41:29,,0.0000000000000000,,,,,,,,,,,,2,,,,,
-78.81914694,42.95416092,0,0,200,178.991,20/10/2020 20:41:30,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914692,42.95416089,0,0,201,178.991,20/10/2020 20:41:31,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81914754,42.95416108,0,0,202,178.918,20/10/2020 20:41:32,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81915564,42.95416593,0,0,203,178.926,20/10/2020 20:41:33,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81915936,42.95416808,0,0,204,178.926,20/10/2020 20:41:34,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.81916123,42.95416913,0,0,205,178.925,20/10/2020 20:41:35,,0.0000000000000000,,,,,,,,,,,,6,,,,,
-78.81916217,42.95416966,0,0,206,178.926,20/10/2020 20:41:36,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916264,42.95416993,0,0,207,178.926,20/10/2020 20:41:37,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916287,42.95417006,0,0,208,178.926,20/10/2020 20:41:38,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916299,42.95417013,0,0,209,178.926,20/10/2020 20:41:39,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916305,42.95417016,0,0,210,178.926,20/10/2020 20:41:40,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.819163,42.95417011,0,0,211,178.922,20/10/2020 20:41:41,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916297,42.95417009,0,0,212,178.922,20/10/2020 20:41:42,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916296,42.95417008,0,0,213,178.922,20/10/2020 20:41:43,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916295,42.95417007,0,0,214,178.922,20/10/2020 20:41:44,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916295,42.95417007,0,0,215,178.922,20/10/2020 20:41:45,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916293,42.95417006,0,0,216,178.921,20/10/2020 20:41:46,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916296,42.95417007,0,0,217,178.924,20/10/2020 20:41:47,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81916296,42.95417008,0,0,218,178.924,20/10/2020 20:41:48,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81916758,42.95417429,0,0,219,178.856,20/10/2020 20:41:49,,0.0000000000000000,,,,,,,,,,,,3,,,,,
-78.81917088,42.95417779,0,0,220,178.614,20/10/2020 20:41:50,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81917107,42.95417842,0,0,221,178.592,20/10/2020 20:41:51,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81917014,42.95417669,0,0,222,178.665,20/10/2020 20:41:52,,0.0000000000000000,,,,,,,,,,,,4,,,,,
-78.81916334,42.95416944,0,0,223,179.34,20/10/2020 20:41:53,,0.23,,,,,,,,,,,,5,,,,,
-78.81916832,42.95415997,0,0,224,179.24,20/10/2020 20:41:54,,0.17,,,,,,,,,,,,5,,,,,
-78.81919625,42.95415817,0,0,225,179.597,20/10/2020 20:41:55,,0.0000000000000000,,,,,,,,,,,,5,,,,,
-78.81920572,42.95415766,0,0,226,179.576,20/10/2020 20:41:56,,0.0000000000000000,,,,,,,,,,,,5,,,,,
